Unnamed: 0,description,hashtags,url,account_id,likes,comments,topic
0.0,Day 68   ,#reels #fyp #barcelona #realmadrid,https://www.instagram.com/reels/C6C3zbfCrj1/,dancing_chicken.daily,37.2K,120,Sports
1.0,,vana.cumm · Original audio,https://www.instagram.com/reels/C6BtBA_x_E-/,vana.cumm,96.7K,411,
2.0,Tag someone 🤡❤️..........         ,#reelsindia #reelsvideos #instareels #instagramreels #friendshipquotes #friendshipquote #explorepage #explore,https://www.instagram.com/reels/C5D0YihJ_9k/,quoteswriter___,428K,12.8K,Relationships
3.0,Yen anthira 🤣🤣     ,#reels #comedy #kannadareels #yashwanthshetty #kannadacomedy #bengaluru,https://www.instagram.com/reels/C27EgB2LJKf/,yashwanth_shettyy,260K,"1,137",Comedy
4.0,Do you remember this guy???  go  ,#pokemon #pokemongo #nostalgia #retrogaming,https://www.instagram.com/reels/C2qqhuJxqdM/,doc.nostalgia,2.1M,"1,939",Gaming
5.0,No caption,,https://www.instagram.com/reels/C5gxPCGy2Gg/,mtbfeeling__,13.5K,43,
6.0,I wish I could recreate this… most requested too•••••••  s  ,#vibes #trending #milkshake,https://www.instagram.com/reels/C5UR-pvuaPd/,tugboat_spenny,4.3M,10.8K,Food
7.0,👉 I’ll make a free edit for the most liked comment 👈.         ists,#memes #artistsoninstagram #artistsofinstagram #artcommunity #designers #designercommunity #cats #graphicdesigner #digitalart #digitalartists,https://www.instagram.com/reels/C3w-LSfpLH-/,_darkder_,39.3K,382,Crafts
8.0,precise calibration of NKR 71 nozzles...  ,#biarkanparadriversyangberbicara #isuzutruck #nmr71,https://www.instagram.com/reels/C5Bi3zAJdiH/,garudamasengineering,313K,388,Technology
9.0,     ,#martialarts #reflex #train #cringe #alpha #sigma,https://www.instagram.com/reels/C4wLTKPNI0h/,renzorage,743K,"1,510",Sports
10.0,Consistency is key 🔑…DM FOR ONLINE TRAINING ✅...       horts  page   ,#shorts #ﬁtness #transformation #motivation #dietplan #reelsinstagram #explore #shortshorts #foryou #explorepage #trending #like #share,https://www.instagram.com/reels/C4NMEHHPx3m/,shubhasish_1999,571K,"2,578",Fitness
11.0,🙈 ,#comedy #memes,https://www.instagram.com/reels/C2pLhRDxhtE/,rizzler.frr,88.4K,225,Comedy
12.0,Really underrated piece of work! 💾,,https://www.instagram.com/reels/C4vVRlotTLs/,the_goodfilms,95.5K,371,
13.0,"✨ Debloat Windows 11 Guide✨- 🚀 Improve Windows 11 Performance- 🗑️ Use Windows10Debloater script by Sycnex- ✔️ Successfully tested on Windows 11- 📉 Removes resource-hogging packagesSteps:1. 🪟 Press Windows key, type “powershell,” and run as Administrator.2. 📋 Copy & paste the command to download the debloater script.3. 🛑 First, “Disable Cortana” if not in use.4. 🗄️ Optionally, “Uninstall OneDrive” if not needed.5. 🕵️‍♂️ “Disable Telemetry/Tasks” for privacy and performance.6. 🧰 Customize blocklist to select apps/packages for removal.7. ❓ Review list; untick apps you want to keep.8. 🚀 Click “Remove Bloatware with Custom Blocklist.”9. 🔄 Restart PC after completion.🚨 Caution:- ⚠️ Follow steps carefully; it may break things.- 🔄 System Restore Point created for safety.- 💻 Especially beneficial for older PCs.- ⚠️ Proceed at your own risk.🔍 Additional Notes:- 🔄 Some apps may remain as stubs; uninstall them manually.- 📚 Guide on customizing Start menu and removing recommendations available.ℹ️ Always exercise caution; optimize Windows 11 for a snappy experience!       stipsandtricks shacks s11tips ",#window #laptop #techreels #techvideos #technology #techiela #tipsandtricks #windowstipsandtricks #windowshacks #windows11tips #pchacks,https://www.instagram.com/reels/C3nBa8BPsMG/,tech_iela,614K,"1,456",Technology
14.0,"TATA ka bharosa💪We bought our first car on our 1st Wedding anniversary. So many people commented on my previous reel about why I chose Tata Harrier despite many affordable or comparable options. Hope this answers everyone. For me, mine and my family's safety is important. If you are alive, you can do anything and buy any car later!VC:  ❤️          [New car, Car delivery, Tata Harrier, Couple goals, couple, anniversary]",@soumya_vibes #littledetoursoflife #harrier #tatamotors #tataharrier #newcar #carlife #bangalore #trendingnow #couplegoals #couple,https://www.instagram.com/reels/C503VJ3Cn1g/,little_detours,452K,"3,440",Technology
15.0,I caught two huge anacondas! conservation,#snake #anaconda #wildlife #crocodile #alligator #caiman #spider #anteater #animals #nature #jungle #conservation #professional #python #florida #everglades #colombia🇨🇴 #peru #southamerica #night #expedition #explore #wildlifeconservation #biodiversity #science #bigsnake #venomous #yoink #instagram #reelsinstagram,https://www.instagram.com/reels/C6FBFGEuuMc/,fishingarrett,142K,"1,848",Wildlife
16.0,"The Most Beautiful Train ☀️VS❄️The Glacier Express is the most beautiful train ride in the world, if you ask me! It travels between the Swiss villages of Sankt Moritz and Zermatt, but it’s possible to board from other stations along the route.Switzerland is, of course, known for its natural beauty. Taking a Glacier Express allows you to admire the Swiss landscape while also admiring the three-course meal in front of you! 😂(The Glacier Express is the only scenic train that also provides a culinary experience.)I have thought about it long and hard, and yet I still can’t decide whether I prefer the summer or winter views! Let me know what you think 🤔          europe travel  travel destinations ",@glacierexpress.ch #glacierexpress #switzerland #swiss #nature #summer #winter #train #view #traveltips #travel #traveleurope #traintravel #europe #europetravel #europedestinations #bucketlist,https://www.instagram.com/reels/C5P80tGsmV_/,lukepatrickh,85.6K,159,Travel
17.0,"“SAVE” this reel and Save Money & Time in your Interior design project!Comment “Details” to get the full specifications of wall designing ✅🔸Design Light, save big[ wall decor, budget friendly design, home design, interior design ]     interiordesigners interiordesigner      ",#homedecor #homeinspo #agra #noida #agrainteriordesigners #noidainteriordesigner #trendingreels #trendingnow #trendinghomedecor #dizartstudiohomes #dizartstudioagra #dizartstudio,https://www.instagram.com/reels/C6DNPqhK1S5/,dizartstudiobydevesh,33.6K,"2,676",Architecture
18.0,"What time is it? This is the ‘Nuit Fantastique Grained Havana’ watch by Trilobe, a brand that has broken the norms of time-telling. The outermost ring with hours rotates at the periphery of the dial, and the brand’s logo is fixed at 12 points at the current hour. Two off-centred circles depict the minutes and the seconds, with the one on top being the aperture that tells the minutes, and the seconds being displayed through a disc. Crafted in rose gold with an automatic movement and chocolate alligator strap, this watch, like every watch Trilobe makes, is a thing of beauty. Learn more by clicking the link in bio.  watches watch    watches  watches watch",#Trilobe #Trilobewatches #Trilobewatch #Nuitfantastique #Frenchwatches #Luxury #Luxurywatches #Ethos #Ethoswatches #Luxurywatch,https://www.instagram.com/reels/C3sCVhhRpfM/,ethoswatches,25K,74,Motivation
19.0,"Hello everyone,first of all i would like to express my gratitude for all my friends who supported me throughout whole process.I’ve started the year with an amazing victory and I’d like to ensure everyone that I am going to do my best to maintain it.According to the official records, I broke the record of fastest knockout with 8 seconds.🎉🎉...Merhaba arkadaşlar öncelikle bu süreçte yanımda duran ve benim hazırlık sürecimi kolaylaştıran dostlarıma kardeşlerime sonsuz teşekkürlerimi sunuyorum.Yıla çok güzel bir galibiyet ile başladım böyle de gitmesi için elimden gelenin en iyisini yapacağıma kimsenin şüphesi olmasın.Sizlere bu güzel haberi vermek de çok gurur verici bu maç ile beraber bir rekora da imza atmış bulunuyorum. Profesyonel kayıtlara göre 8 saniye ile en hızlı knockout rekoru artık benim elimdedir 🙌🏽🥷🏽",,https://www.instagram.com/reels/C4bP6TlMnvK/,yakupsahinmma,5.4M,13.1K,
20.0,"Sidra Khalid, a 22-year-old model, who had allegedly been killed by her brother in Okara.After completing her graduation, Sidra had done modeling assignments in Islamabad, Karachi and Faisalabad in the last four years. A relative said the family deemed the profession of the deceased as against their traditions. Sidra had returned home for Eid from Faisalabad, where she worked as a model. While at home, Sidra’s family pressured her to quit her job as a model, to which she refused. Following a heated argument, she was allegedly sh0t dead by her brother, Hamza.mubarak",#reallife #realstory #facts #crime #instagram #Eid #Eidmubarak,https://www.instagram.com/reels/C5nONuVi81o/,mysteries_with_me,"3,085",234,Knowledge
21.0,"अष्ट सिद्धि नौ निधि के दाता।अस बर दीन जानकी माता।।...Keywords : [ jai shri ram , hanuman bhakti , sanatan dharma , Bajrang bali, hanuman dada ]...         ",#explore #foryou #reelsindia #jaibajrangbali🙏 #hanumanjayanti #jaishriram #rambhakt #bajrangbali #lordhanuman #reelsviral,https://www.instagram.com/reels/C5TDNJbPG3o/,editsbykrsna,98.2K,581,Spirituality
22.0,Likewise sounds more educated?       ,#likewise #samehere #nicemeetingyou #greetings #englishteacher #englishgreetings #etiquettes #manners,https://www.instagram.com/reels/C4x2PvgPND2/,rohit.s.premchandani,182K,"1,361",Education
23.0,"Mercury is the closest planet from the Sun. The side facing the sun is extremely hot, whereas the other side is incredibly cold. The temperatures range from -150 C to 425. Without your spacesuit, you’d either freeze or instantly turn into a carbon brick, depending on which side of the planet you were standing on.Without any gear, you would survive for less than 2 minutes.✩VenusIt is a real hell.The temperature on its surface is approximately 400 C. Its surface pressure is also about 90 times greater than that of Earth. A spacesuit designed for Venus would need to be constructed of titanium. Without a spacesuit, one would get squashed in seconds, if you didn’t get turned into dust.✩Earth:Thanks to the wonderful atmosphere, food and water, and everything else that makes our home planet liveable, you can get in a good 80 or more years here. Earth is perfect for us.✩MarsIt is very cold, but the atmosphere is very thin ‘Tyson says, “so the intensity of the cold won’t be as biting as it might otherwise feel at that temperature on Earth.”✩ JupiterJupiter is literally just a ball of gas with a solid core. So there’s nothing to land on. If you were to jump on it, you would just descend into nothingness. The gases inside this giant are highly pressurized, so without any gear, you would get crushed instantly, i.e., in less than 1 second.✰✰✰ Just like Jupiter, Saturn, Uranus, and Neptune are enormous balls of gas. One would get crushed almost instantly if you attempted to stand on these planets in any condition.View all 19 commentssh.ivm2369😍😍😍2 days agoakhil.shorts's profile pictureakhil.shorts•Log in to watch againLog in346 likesakhil.shorts...more5 hours agoakhil.shorts's profile pictureakhil.shorts•Liked byissuramand 1 otherakhil.shortsShere your friends 🎧...moreView all 4 comments10 hours agohailesh_choudhary_007😂😂😂😂😂😂😂😂",,https://www.instagram.com/reels/C5qpC2Nywz2/,troll_punjabi_45,86K,182,
24.0,Tag those chosen ones💀,#dasoham,https://www.instagram.com/reels/C2kfNwzBUeT/,dasoham_,422K,"2,097",Spirituality
25.0,The most effective triceps workout ever      ,#instagramreels #viral #bodybuilding #triceps #50cent #wrangler,https://www.instagram.com/reels/C3_KHrBym0n/,the_henry_ford_of_fitness,41.6K,890,Fitness
26.0,Buddy is premium human 😂 Follow me on twitch with the link in my bio 🤙🏾      ,#fredotv #funny #comedy #jokes #reels #reaction #relatable,https://www.instagram.com/reels/C5tSXLtL2_v/,fredoontv,472K,"2,126",Comedy
27.0,"""Unlock Your Potential: Harnessing the Power of Motivation and AttitudeIn this transformative video, discover the key to unlocking your full potential. With determination as your compass and positivity as your fuel, you'll navigate any obstacle with unwavering resolve. Embrace challenges as opportunities, and let perseverance be your mantra. Through resilience and a growth mindset, cultivate the attitude of a champion. Embrace the journey, for every setback is a stepping stone to success. Rise above adversity, armed with the belief that greatness lies within you. With passion as your guide, embark on a journey of self-discovery and personal growth. Dare to dream boldly and chase your aspirations with unwavering tenacity. Let every setback fuel your determination, and every victory reinforce your resilience. With grit and grace, seize each moment and conquer your fears. The path to greatness begins with a single step, fueled by the fire of ambition and illuminated by the beacon of possibility. So, rise, shine, and embrace the challenge, for within you lies the power to achieve anything you set your mind to. Let this video be your compass, guiding you towards a future filled with limitless possibilities. It's time to unleash the force of motivation and attitude within you and conquer the world.""",,https://www.instagram.com/reels/C5554eTpi1B/,thrive_tide_44,60.8K,281,
28.0,"Share it 🙌🙌 Details below 👇Just 1.5 hours away from Bengaluru, this one-of-a-kind museum transports you back in time. Here’s why you should visit:-Affordable Entry: For just ₹50, step into a world of automotive nostalgia.-Living History: The museum’s remarkable collection of vintage automobiles spans five decades. Each vehicle has a story to tell.-Majestic Chariots: Admire the majestic chariots once owned by the Mysore Maharaja. These regal vehicles evoke a sense of grandeur.-WWII Jeeps: Explore iconic jeeps from World War II. These rugged machines played crucial roles during historic times.-Open-Air Theater: Enjoy cultural performances and events in the museum’s open-air theater.Food Court: Refuel with local delicacies at the on-site food court.-Play Area: Bring the family! The play area keeps kids entertained.-Manjusha Museum: Discover more treasures at the adjacent Manjusha museum, featuring objects, antiques, paintings, and artifacts.-Free parking & Neat washrooms🚗 Location: Payana Vintage Car Museum is situated near the Mysore highway in Sri Rangapatna.         (Cars, vintage cars, museum, unique place, vintage cars, day out, short drive, Bengaluru, mysuru, Bengaluru, Bangalore, vintage vehicles)",#tourism #uniqueplace #vintage #cars #museum #dayout #shortdrive #mysuru #bengaluru #bangalore,https://www.instagram.com/reels/C5fZqoXryzz/,_mr.swashbuckler_,241K,372,Travel
29.0,Did this video make you anxious? You may have thalassaphobia which is a fear of large bodies of water. 😳    ,#thalassophobia #ocean #deepsea #deepwater #phobia,https://www.instagram.com/reels/C5d6K3sRrFq/,mermaid.kayleigh,885K,13K,Knowledge
30.0,"“I was a 28-year-old happy man, who would go to work in the morning & eat Maa ke haath ka roti in the evening. It was just Papa, Maa, & me. But covid snatched it all. It was 2020. First, I lost my job & then…I lost my parents. The next few months after their death were the toughest. I didn’t go anywhere, talk to anyone or eat anything. I remained within the 4 walls of my house. I fell into depression.I couldn’t stay in that house anymore. So, the moment covid got over, I shifted to a PG. I took up multiple jobs. In the morning I sold pamphlets & in the evening I worked as a waiter. But at night all the memories would come flashing back. I would often wake up to wet pillows.Thankfully, that’s when I came across a video of artists performing on the streets. This intrigued me & I saw the maximum crowd among the mascots. This way I could be closer to people. So, I decided to give it a try. I spent hours searching for the perfect outfit online…& I decided to become a ‘Teddy.’Many people asked me, ‘Why Teddy?’ But the 1 thing I needed the most at the time was a warm hug…& isn’t that what teddies do? Give the best hugs? I knew what I was doing was completely insane, but I just went with my gut feeling.So, in 2020 I began…it was difficult to breathe & the heat gave me rashes & allergies. But 1 day, a kid hugged me & said, ‘Hi Teddy Man. Aapko pata hai aaj school mei kya hua?’ And then he narrated everything that happened to him in school. That day, I became the ‘Teddy Man.’It’s been 4 years since. Every day I meet multiple kids, some give me a fist bump, some call me the ‘Yellow Man’ & some just talk. In between all this I have healed. It’s not like I haven’t had bad days. There were days when drunk men have slapped me & run away with my money,But I live for the days when an old uncle sits & tells me about his day, or when a foreigner clicks a photo with me because it’s her first time in Bombay, or simply when a passerby gives me his bottle of water.This 1 avatar has given me a 2nd chance at life. I’m doing this for myself…because everyday, this job is giving me the family I lost. It is saving me from drowning…It is the reason I am alive today.”",,https://www.instagram.com/reels/C5-LgJzPJnP/,officialhumansofbombay,187K,"2,008",
31.0,Hanuman The Sacred Oath❤️.Created By -  ❤️..Follow-  for more. jayanti status bhakt🙏🙏💕♥️❤️  bhakt world reels chalisha     hindu    ,#hanuman #hanumanjayanti #hanumanstatus #hanumanbhakt🙏🙏💕♥️❤️ #lordhanuman #hanumanbhakt #hanumanworld #hanumanreels #hanumanchalisha #balhanuman #sanatandharma #sanatandharm #sanatani #sanatanihindu #hindu #spirtual #explore #fypppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,https://www.instagram.com/reels/C6BcgiYtacW/,sparkyyy.fx,573K,"1,449",Spirituality
32.0,Endhayalum pettenn oru theermanam aavum🥲😂....  ,#wedding #fun #dancefun,https://www.instagram.com/reels/C55ivmEPZ-f/,_irfana_ibrahim,115K,491,Dance
33.0,Mood  time  go    ,#fun #party #partytime #dog #doggo #techno #home #afterparty #chill,https://www.instagram.com/reels/C54H6CJMyfD/,technoinstitution,24.6K,120,Animals
34.0,"Air India's Boeing 747 takes final flight from Mumbai with ‘wing wave’ manoeuvre.Today, one of the former Air India Boeing 747s left Mumbai for the last time. Once registered VT-EVA and named “Agra”, it was de-registered by the DGCA last year after retirement, and its “Air India” titles and logos were removed. Hence a temporary American registration, N940AS was applied to it last week, to permit it to fly out of its former home base, towards an uncertain future.As the clock struck 10:47 AM, the pilots ferrying out the aircraft performed a “Wing Wave”, an aviation tradition reserved for retiring or concluding flights, over the skies of Santa Cruz.   747    747   queen      ",#queenofskies #aviation #airindia #airindia747 #747 #b747 #boeing #boeing747 #avgeek #flying #flyingqueen #wingwave #pilot #mumbai #lastflight #tata #indianskies,https://www.instagram.com/reels/C6D1-tdMTOq/,aviationbeast_,119K,748,Travel
35.0,We don’t speak Husky 👀,,https://www.instagram.com/reels/C3knf3vAMcN/,tuckerbudzyn,274K,"1,375",Technology
36.0,Chivalry Is Dead | Would You Give Up Your Seat?     ,#equality #feminism #train #society #politics,https://www.instagram.com/reels/C528hVnSJDS/,jonbernardk,177K,18.2K,Society
37.0,"Pagani was founded in 1992 by Italian supercar manufacturer Horacio Pagani. Horacio Pagani is an Argentine designer and engineer who previously worked for Lamborghini.In 1999, Pagani's first model, the Zonda, was introduced. The Zonda attracted attention with its super light carbon fibre body structure and powerful performance. Zonda won the admiration of car enthusiasts with its different versions and special limited production models.Later on, the Pagani Huayra model was introduced. The Huayra has a more modern design than the Zonda, with a carbon fibre body structure and a powerful engine option.Pagani has become a brand recognised in the supercar industry for luxury, performance and unique design. Horacio Pagani's passionate design sense and engineering skills have enabled the brand to consistently produce top performance vehicles.    design",#utohcars #pagani #cars #car #paganidesign,https://www.instagram.com/reels/C58ikTOMW1W/,utohcars,716K,"1,038",Technology
38.0,😼😼😼 s sofinstagram stagram lover life  lovers        oftheday s s  love cat  mycat critters photography friendly cutenss portrait care ,#cat #cats #catsofinstagram #catstagram #catlover #catlife #instagram #catlovers #kitten #instacat #kitty #pet #cute #love #meow #catoftheday #pets #kittens #animals #catlove #cutecat #world #lovemycat #cutecritters #petphotography #petfriendly #kittycutenss #petportrait #petcare #peradventure,https://www.instagram.com/reels/C57rYLVyqV9/,prett_ykittens,179K,119,Animals
39.0,🥲🥲   ,#yaarivanu #memesmaadonu #kannadamemes #kannada,https://www.instagram.com/reels/C584-rBowgf/,yaarivanu_official,15.8K,62,Comedy
40.0,Date etiquettes....       ,#englishphrases #englishteacher #paythebill #synonyms #betterenglish #advancedenglish #datingtips #funnyvideos,https://www.instagram.com/reels/C5n5CMpPrx4/,rohit.s.premchandani,65.3K,"1,033",Education
41.0,Nim Maneluu Hingae naaa 😂 (Is that same at your house )   ,#suryagowda #amma #instadaily #instagood #instagram,https://www.instagram.com/reels/C4r7GAnPnzW/,surya_gowda_official_,135K,360,Trends
42.0,Day 42,,https://www.instagram.com/reels/C5C6tynN175/,wlast_hopw,"4,439",68,
43.0,A must watch for all Men💔...   ,#men #funnyreels #comedyvideos #relatable,https://www.instagram.com/reels/C5QpkakIBTc/,aditya.thakare21,1.1M,"4,027",Comedy
44.0,🤭😅,,https://www.instagram.com/reels/C4YaiuhNvI7/,ava.music_official,519K,"3,846",
45.0,Anushka and Shahrukh funny moments 😂🤣Follow us to watch more funny reels 😜                 comedy        page ,#shahrukhkhan #anushkasharma #chyd #bhaukadam #nileshsable #sagarkarande #bharatganeshpure #shreyabugde #comedy #comedian #funnymemes #follow #fun #lol #humor #bollywood #marathi #marathicomedy #dailymemes #instagram #instadaily #instagood #love #laugh #meme #memepage #like,https://www.instagram.com/reels/C4dflF0sUSq/,thelaughtalks,252K,165,Cinema
46.0,Mention your E-football friend 🔰...  ,#efootball2024 #fyp #instareels #explorepage #gaming #pés #goal #kerala #friends #reels #sigma #music #soccer #433,https://www.instagram.com/reels/C3r1_z5v9Xr/,faarrriz,287K,"5,801",Gaming
47.0,"Oh you’re thankful for my service? Choose an option: 20% 25% 30% (this IS a joke!) 😂But real talk-has tipping gone too far? They say majority of Americans are pissed about excessive tipping 👀 Have you been asked to tip for something you thought was ridiculous?By the way, there was a viral video of a couple chatting on the subway about tipping and the women made a lot of valid points!      ",#thankyouformyservice #tipping #thankyouforyourcervix #joke #senseofhumor #military #servicecharge #getit,https://www.instagram.com/reels/C5UNPNDrxYA/,therealtiffanyz,1.4M,"4,194",Comedy
48.0,"The Efficient-market hypothesis states that asset prices reflect all available information. Meaning the price of a stock at anytime is ‘right’ - no upside/downside can be accurately predicted as all info is available that the price reflects on.This is fundamentally false, says billionaire Jim Simons. He found anomalies between the price and data available of many stocks and other assets, and took advantage of them through his fund at Renaissance Technologies.      ",#investing #stocks #stockmarket #makingmoney #money #jimsimons #invest,https://www.instagram.com/reels/C28F2hXgu0P/,economicarchive,59.9K,324,Motivation
49.0,How to dress like a New York girl:,,https://www.instagram.com/reels/C6D0bh7LbA6/,aimerwoman,266,2,
50.0,Cyclists getting slightly angryFollow  for more Angry Sports Content 👊 life   life    daily ,#cycling #cyclinglife #cycle #bike #bikelife #cyclist #memes #fumny #funnymemes #memesdaily #thatguysjokes,https://www.instagram.com/reels/C5QaCYns6VG/,slightlyangryathletes,115K,"2,966",Travel
51.0,10 day LS Swap challenge starts today! Link in bio........ page  e38 ,#explore #explorepage #bmw #bmwe38 #lsswap,https://www.instagram.com/reels/C32DoNEpr9d/,mehreengandhi,253K,"1,353",Technology
52.0,Had allot of fun with the judges🥳❤️‍🔥  ,#viral #dance #kalinbrothers,https://www.instagram.com/reels/C4v3VvNr6Oi/,kalinbrothersofficial,3.5M,"8,832",Dance
53.0,😻😁 ofinstagram  tagram  lover life lovers     s oftheday        ofinstagram sofinstagram cats love  agram lovers     lover life  ,#cats #catsofinstagram #cat #catstagram #instagram #catlover #catlife #catlovers #instacat #kitten #pets #meow #kittens #catoftheday #kitty #love #cute #pet #gatos #world #gato #petsofinstagram #kittensofinstagram #cutecats #catlove #adoptdontshop #catsagram #catlovers #instacat #funnycats #funnyvideos #funny #catlover #catlife #funnyvideos #funnycats,https://www.instagram.com/reels/C3vE3OOopZd/,catlovers00.1,4M,"8,603",Animals
54.0,"I jumped into the world of entrepreneurship even before it was ‘Cool.’ Co-founded the first free web-based email service, Hotmail.com, in 1996.Attended BITS Pilani for a while, then pursued undergraduate studies at Caltech and completed master’s in electrical engineering from Stanford University. Worked as a chip designer for a few years at Apple.Hotmail was acquired by Microsoft for $400 million in 1998, marking Microsoft’s biggest acquisition at that time. Now, I aim to give back to the people of India by addressing the broken education system. Follow , my new account to learn from my experiences!",,https://www.instagram.com/reels/C5Qe8sKS7v6/,sabeerbhatia.official,371K,907,
55.0,Kim qaysi birida ishledi 🤔••••••••••        ,#active #top #reels #forex #smc #snr #ict #signal #money,https://www.instagram.com/reels/C2jav6StEXU/,lonlly_fx,"6,013",316,Education
56.0,"Jal neti is an Ayurvedic practice that involves flushing the nasal passages with saltwater. It is believed to be beneficial for a variety of conditions, including sinus congestion, allergies, and headaches.Jal neti is purported to offer a variety of benefits, including:* Relief from congestion and allergies* Improved sinus drainage* Reduced headaches and migraines* Better sleep quality",,https://www.instagram.com/reels/C4sgSMNv_lX/,jaymeet_yoga,807K,"5,679",
57.0,Baba also loves RCB lekin kabhi kabhi pyaar ko chhodke move on karna bahut important hai…     ❤️       ,#rcbfans #rcbforever #rcbmemes #royalchallengersbangalore #royalchallengersbanglore #royalchallengersbanglore❤️ #royalchallengersbengaluru #rcbtrolls #rcblovers #rcbreels #rcbfanarmy #rcbunbox #rcb12thmanarmy,https://www.instagram.com/reels/C5ckq68SSnO/,anmolgarg101,21.8K,89,Sports
58.0,𝙁𝙤𝙡𝙡𝙤𝙬  𝙛𝙤𝙧 𝙢𝙤𝙧𝙚 peak !➖➖➖➖➖➖➖➖➖➖➖➖𝙇𝙞𝙠𝙚 𝙖𝙣𝙙 𝘾𝙤𝙢𝙢𝙚𝙣𝙩 𝙩𝙝𝙚 𝙋𝙤𝙨𝙩𝙈𝙖𝙠𝙚 𝙨𝙪𝙧𝙚 𝙩𝙤 𝙩𝙖𝙜 𝙮𝙤𝙪𝙧 𝙛𝙧𝙞𝙚𝙣𝙙𝙨𝘿𝙤𝙣’𝙩 𝙛𝙤𝙧𝙜𝙚𝙩 𝙩𝙤 𝙘𝙝𝙚𝙘𝙠 𝙤𝙪𝙩 𝙢𝙮 𝙎𝙩𝙤𝙧𝙮➖➖➖➖➖➖➖➖➖➖➖➖𝙏𝙖𝙜𝙨 🏷➖➖➖➖➖➖➖➖➖➖➖➖          edit  kurosaki    edit edit   tybw,#ichigo #kisukeurahara #zangetsu #aizensousuke #aizen #shinigami #bleach #antagonist #quincy #kenpachi #ichigoedit #ichigko #ichigokurosaki #byakuya #yhwach #bankai #bankaiedit #bleachedit #orihime #gotei13 #bleachtybw,https://www.instagram.com/reels/C5P1DsorKKZ/,ichigko,69.6K,356,Cinema
59.0,‼️You finally found a page that posts near death experiences‼️,,https://www.instagram.com/reels/C596Yh2N2Ku/,neardeathsfx,38.8K,306,
60.0,Sidha Pm Se Panga 💀    youtube     page  instagram ,#dhruverathee #pmmodi #explorepage #dhruvrathee #dhruvratheeyoutube #trending #bjp #reels #meme #memepage #explore #reelsinstagram #viral,https://www.instagram.com/reels/C4_KRnePssu/,dada_lakhmi_g,401K,"5,271",Society
61.0,Mai Mard hu,#rishavislive #reactionvideos #memesfunny #memes #reelsinstagram #reelsfb #FacebookGaming,https://www.instagram.com/reels/C4nEN3iPMdS/,rishavislive_official,375K,"2,146",Gaming
62.0,Managing both the world 😜Eazy lagra he kya Aparna ka talent eazy nhi hai 😅💓     ,#banglore #marwadibaisa #jaipur #workingbahu #girlboss #bothworlds,https://www.instagram.com/reels/C5Qvm1FrGaw/,slaying_graphicswali_,39.6K,774,Society
63.0,Tag your Sister😂🙌🏻.     ,#surajdramajuniors #surajdramajunior #megirahuabandajamanichbaliye #brothersister #sister #borther,https://www.instagram.com/reels/C5ptds3PPun/,suraj._.dramajunior,348K,811,Cinema
64.0,"In a thrilling turn of events, 17-year-old Indian chess prodigy D Gukesh has secured his spot in the upcoming World Chess Championship clash against Ding Liren. Gukesh's intense game against Hikaru Nakamura culminated in a draw, but the real suspense unfolded on another board, where Ian Nepomniachtchi and Fabiano Caruana engaged in a grueling battle lasting 109 moves before settling for a draw.The day was rife with twists and turns. Initially, Gukesh seemed poised for victory as a blunder from Caruana in his 41st move hinted at a potential draw against Nepomniachtchi. However, fortunes shifted once again as Nepomniachtchi returned the favor, tipping the scales in Caruana's favor. Ultimately, the match between Nepomniachtchi and Caruana concluded in a draw, solidifying Gukesh's advancement to the championship clash.With his exceptional skill and resilience, Gukesh has captured the attention of the chess world and stands ready to face off against Ding Liren in what promises to be an exhilarating showdown at the World Chess Championship. games time players   ofchess pieces  quotes com         news lessons  man  lovers   baseindia mate base",#chess #chessgames #chesstime #chessplayers #playchess #game #gameofchess #chesspieces #boardgames #chessquotes #chesscom #schack #magnuscarlsen #magnus #lichess #gukesh #king #satran #india #chessnews #chesslessons #puzzle #chessman #photography #chesslovers #pawn #vidit #chessbaseindia #chessmate #chessbase,https://www.instagram.com/reels/C6C_1tkv16f/,thepravahonline,"1,962",8,Sports
65.0,      cam        günü    ,#düğün #vsco #instagram #evlilikteklifi #kesfet #fyp #vscocam #gelindamat #weddingstory #reels #instagood #blackandwhite #adobe #veddingday #düğüngünü #sahil #sea #funny #photograpy #antalyadugunfotografcisi,https://www.instagram.com/reels/C51FThwN2cO/,kralfotografcilikantalya,130K,822,Festivals
66.0,"„Pedro“ is a well-known song by Raffaella Carrà, an Italian singer, dancer, and actress, released in 1970. The song tells the story of a young woman named Raffaella who falls in love with an attractive man named Pedro. Pedro is a passionate man from Spain who captures the hearts of women.The song became a major hit, establishing Raffaella Carrà as an international pop icon. „Pedro“ was a huge success in Europe and Latin America, topping the charts and becoming a favorite on dance floors. The catchy melody combined with Latin American rhythms and Carrà’s charismatic voice made the song a pop music classic.„Pedro“ was not only a musical success but also a symbol of the cultural connection between Europe and Latin America in the 1970s. The song inspired numerous cover versions and became a staple of Carrà’s repertoire during her long and successful career. To this day, „Pedro“ is often considered one of Raffaella Carrà’s most famous and beloved songs.    ",#original #song #meme #pedro #raccoon,https://www.instagram.com/reels/C6BX_NRtlbu/,bringbackclassicmemes,396K,"1,940",Music
